Gene_ID,taxonomy,sample_ID,normalized_abundance,pct_identity,aln_length,Clade,latitude.x,longitude.x,depth.x,station,depth.y,size fraction,latitude.y,longitude.y,Station,ENA_ID,INSDC_ID,BioSamples_ID,Sample_method,Depth_Nominal,Environmental_feature,Fraction_Lower,Fraction_Upper,Biome,Region,Province,Barcode,Date_Time,Seafloor,Temperature,Salinity,Density,Distance_coast,Chlorophyll_A,Depth,PAR,O2,NO3,Iron_5m*,Ammonium_5m*,Nitrite_5m*,Nitrate_5m*,CDOM*,NPP_C*,POC*,PIC*,Alkalinity,Carbon Total,CO2,CO3,HCO3,pH,NO2,PO4,NO3_NO2,Si,MLD,DCM,Depth_max_Brunt_Väisälä_freq,Depth_max_O2,Depth_min_O2,Depth_nitracline,Shannon_Darwin*,Shannon_Physat*,miTAG_SILVA_Chao,miTAG_SILVA_Shannon,OG_Richness,OG_Evenness,Chlorophyll c3,Peridinin,Fucoxanthin,Prasinoxanthin,19-Hexanoyloxyfucoxanthin,Alloxanthin,Zeaxanthin,Lutein,Latitude,Longitude,Sea_ice*,Season,Season_subperiod,Okubo-Weiss*,Lyapunov*,Residence_time*
OM-RGC.v2.009066319,Biota;,TARA_B100000929,2.1274E-08,100,290,HBD_Gamma_06 (Clade 2),2.0649,-84.5546,MES,TARA_109,MES,[0.22-3µm],2.0649,-84.5546,TARA_109,ERS492205,ERR599067|ERR598971,SAMEA2622362,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Coastal Biome,[NPO] North Pacific Ocean (MRGID:1908),[CHIL] Chile-Peru Current Coastal Province (MRGID:21495),TARA_B100000929,2011/05/13 16:08:00,-3257,11.142362,34.791419,26.595869,511.4309,0,380,,2.264562,33.049074,0.000004994,0.038657464,0.411641767,3.423354744,0.9906,471.9535,,,,,,,,,,,,,12,24,69,14,422,64,0.60986,0.500877,4998.544817,6.832154721,18991.5,0.740244987,,,,,,,,,2.0649,-84.5546,0,spring,middle,-0.002594,0.005026,2.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000925,1.51572E-08,100,290,HBD_Gamma_06 (Clade 2),1.9928,-84.5766,SRF,TARA_109,SRF,[0.22-3µm],1.9928,-84.5766,TARA_109,ERS492145,ERR598997|ERR599118,SAMEA2622316,SEQ-(10L-or-15min)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Coastal Biome,[NPO] North Pacific Ocean (MRGID:1908),[CHIL] Chile-Peru Current Coastal Province (MRGID:21495),TARA_B100000925,2011/05/12 14:00:00,-3215,27.497475,33.472445,21.408655,496.135,0.16428,5,,199.6911,1.673601,0.000004994,0.038657464,0.411641767,3.423354744,,478.5445,,,0.005,0.004,10.944395,0.00275,0,8.021784,0.0455,0.2865,0.8935,1.7085,15,30,59,13,395,63,0.60986,0.500877,,,,,0.0046,0.0043,0.004,0,0.01525,0,0.09625,0.01125,1.9928,-84.5766,0,spring,middle,-0.002594,0.005026,2.083333
OM-RGC.v2.009066319,Biota;,TARA_B100001113,1.63621E-07,100,290,HBD_Gamma_06 (Clade 2),-1.9002,-84.6265,DCM,TARA_110,DCM,[0.22-3µm],-1.9002,-84.6265,TARA_110,ERS492264,ERR599014,SAMEA2622402,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001113,2011/05/21 21:00:00,-2111,22.039785,35.112815,24.318245,407.3646,0.21402,50,0.112155,145.0818,10.202445,0.000005493,0.042527045,0.645360056,6.029548923,,642.094,68.13558197,0.000241573,0.005,0.0291,,0.0316,0,,0.414,0.9295,10.701,5.407,21,28,64,14,369,69,0.54627,0.713291,4206.588394,6.796421877,16528.4,0.740312164,0.0343,0.0099,0.0291,0,0.0751,0,0.0355,0.0012,-1.9002,-84.6265,0,autumn,late,0.032297,0.064745,0
OM-RGC.v2.009066319,Biota;,TARA_B100001079,6.43342E-08,100,290,HBD_Gamma_06 (Clade 2),-1.8902,-84.6141,MES,TARA_110,MES,[0.22-3µm],-1.8902,-84.6141,TARA_110,ERS492294,ERR599020,SAMEA2622429,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001079,2011/05/22 13:20:00,-2279,10.082375,34.747805,26.748625,409.7887,0.00144,380,0,2.43975,26.734022,0.000005493,0.042527045,0.645360056,6.029548923,,634.104,69.31762314,0.000238122,,,,,,,,,,,33,38,68,13,373,75,0.54627,0.713291,5912.116367,7.181018104,19565.3,0.730786905,,,,,,,,,-1.8902,-84.6141,0,autumn,late,0.032297,0.064745,0
OM-RGC.v2.009066319,Biota;,TARA_B100001109,1.50868E-06,100,290,HBD_Gamma_06 (Clade 2),-2.0133,-84.589,SRF,TARA_110,SRF,[0.22-3µm],-2.0133,-84.589,TARA_110,ERS492228,ERR599039,SAMEA2622376,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001109,2011/05/21 12:27:00,-2519,23.88816,35.012435,23.68419,512.0231,0.11724,5,25.413264,191.91255,8.074076,0.000005493,0.042527045,0.645360056,6.029548923,1.9982,527.4725,67.01446152,0.00023864,0,0.0125,50.225139,0.00855,0,7.484872,0.31925,0.77275,8.287,3.8635,33,41,74,13,369,69,0.54627,0.713291,3819.840479,6.734784222,15813.9,0.742768403,0.0083,0.0044,0.0125,0,0.02165,0,0.04595,0.0025,-2.0133,-84.589,0,spring,middle,0.032297,0.064745,0
OM-RGC.v2.009066319,Biota;,TARA_B100000581,7.03484E-09,100,290,HBD_Gamma_06 (Clade 2),-16.9587,-100.675,DCM,TARA_111,DCM,[0.22-3µm],-16.9587,-100.675,TARA_111,ERS492353,,SAMEA2622474,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000581,2011/05/31 20:28:00,-3913,19.783275,35.69581,25.354365,916.312,0.12738,90,0.019494,208.54895,0.85366,0.000003007,0.013075565,0.043491448,7.843671242,1.1776,367.732,42.42976761,0.00022155,0.0047,0.0035,,0.0141,0,,0.203,0.443,1.2215,0.9285,67,71,225,70,233,230,0.599757,0.463204,4019.574006,6.687022359,15057.3,0.737598349,0.015,0.0055,0.0035,0,0.0325,0,0.0249,0.0005,-16.9587,-100.6751,0,autumn,late,-0.075767,0.018781,34.305556
OM-RGC.v2.009066319,Biota;,TARA_B100000585,5.25089E-08,100,290,HBD_Gamma_06 (Clade 2),-16.9486,-100.672,MES,TARA_111,MES,[0.22-3µm],-16.9486,-100.672,TARA_111,ERS492380,,SAMEA2622498,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000585,2011/06/01 16:00:00,-3902,10.69894,34.7072,26.609085,915.2628,0.00288,350,0,4.7047,29.923223,0.000003007,0.013075565,0.043491448,7.843671242,2.2664,357.4615,42.42976761,0.00022155,0,0,,0,0,,,,,,75,82,85,13,327,261,0.599757,0.463204,4822.559469,6.674822174,17558,0.73063419,0,0,0,0,0,0,0,0,-16.9486,-100.6715,0,autumn,late,-0.075767,0.018781,34.305556
OM-RGC.v2.009066319,Biota;,TARA_B100000578,1.8636E-07,100,290,HBD_Gamma_06 (Clade 2),-16.9601,-100.633,SRF,TARA_111,SRF,[0.22-3µm],-16.9601,-100.633,TARA_111,ERS492318,,SAMEA2622449,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000578,2011/05/31 14:25:00,-4043,22.78183,35.98269,24.742485,1067.5202,0.0408,5,15.111047,209.1003,3.149999,0.000003007,0.013075565,0.043491448,7.843671242,0.8502,374.2405,43.12891006,0.000225242,0,0.0027,12.099805,0.0041,0,8.049736,0.0415,0.5,2.676,1.0325,73,85,83,30,332,260,0.599757,0.463204,3596.851063,6.628351803,14493.5,0.744136035,0.0044,0.0031,0.0027,0,0.0134,0,0.0287,0.0011,-16.9601,-100.6335,0,autumn,late,-0.075767,0.018781,34.305556
OM-RGC.v2.009066319,Biota;,TARA_B100000945,1.03321E-08,100,290,HBD_Gamma_06 (Clade 2),-23.2189,-129.5,DCM,TARA_112,DCM,[0.22-3µm],-23.2189,-129.5,TARA_112,ERS492445,ERR598957,SAMEA2622545,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000945,2011/06/15 00:55:00,-3280,21.94937,35.90434,24.927695,147.7183,0.06888,155,0.020187,206.4346,0.423501,0.000157501,0.00623687,0.017828043,0.022861806,0.77993,120.8215,22.8783884,0.000122348,0,0.0011,,0.0104,0,,0.014,0.1145,0.04175,0.6935,131,147,140,146,302,306,0.441733,0.155786,4437.25988,6.577501662,17754,0.732475849,0.00785,0.0009,0.0011,0,0.0171,0,0.02,0,-23.2189,-129.4997,0,autumn,late,-0.120564,0.040113,11.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000949,4.14457E-08,100,290,HBD_Gamma_06 (Clade 2),-23.2232,-129.599,MES,TARA_112,MES,[0.22-3µm],-23.2232,-129.599,TARA_112,ERS492471,ERR599072,SAMEA2622568,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000949,2011/06/15 18:43:00,-3641,5.749106,34.306075,27.043012,145.015,-0.0072,696,0,200.470625,28.329562,0.000157501,0.00623687,0.017828043,0.022861806,0.86844,121.756,23.21505642,0.000116093,0,0,,0,0,,,,,,140,160,150,153,549,398,0.441733,0.155786,6787.964777,6.721536169,20947.6,0.734353159,0,0,0,0,0,0,0,0,-23.2232,-129.5986,0,autumn,late,-0.120564,0.040113,11.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000941,9.02616E-08,100,290,HBD_Gamma_06 (Clade 2),-23.2811,-129.395,SRF,TARA_112,SRF,[0.22-3µm],-23.2811,-129.395,TARA_112,ERS492408,ERR598954,SAMEA2622518,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000941,2011/06/14 16:45:00,-3523,24.26287,36.43917,24.65312,653.4677,0,5,7.292033,201.6702,0.167491,0.000157501,0.00623687,0.017828043,0.022861806,0.87312,119.018,22.58493233,0.000118293,0,0,22.327772,0.0018,0,7.793725,0.0075,0.14225,0.02525,0.7425,134,163,142,141,1019,433,0.441733,0.155786,4080.856211,6.520954544,16501.9,0.733239582,0,0,0,0,0.0041,0,0.02285,0,-23.2811,-129.3947,0,autumn,late,-0.120564,0.040113,11.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000700,1.03726E-07,100,290,HBD_Gamma_06 (Clade 2),-9.0063,-139.139,DCM,TARA_122,DCM,[0.22-3µm],-9.0063,-139.139,TARA_122,ERS492699,ERR598948,SAMEA2622690,SEQ-(10L-or-15min)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000700,2011/07/28 17:15:00,-3695,24.661385,36.101175,24.2843,29.6602,0.11844,115,0.009886,178.3692,3.213808,0.000002316,0.030111594,0.087558472,6.207147837,3.24993,300.345,43.59589767,0.000110317,0.0093,0.0028,,0.0107,0,,0.092792,0.582933,2.67775,1.907042,101,102,109,15,186,131,0.260512,0.561525,,,,,0.0144,0.0051,0.0028,0,0.0246,0,0.03415,0,-9.0063,-139.1394,0,winter,middle,0.007751,0.028977,15.833333
OM-RGC.v2.009066319,Biota;,TARA_B100000678,9.22956E-09,100,290,HBD_Gamma_06 (Clade 2),-8.9729,-139.239,MES,TARA_122,MES,[0.22-3µm],-8.9729,-139.239,TARA_122,ERS492680,ERR598999|ERR599096|ERR599033|ERR599083,SAMEA2622673,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000678,2011/07/27 19:28:00,-3328,7.133995,34.5789,27.07634,33.3605,-0.00144,600,0,40.6107,41.697487,0.000002316,0.030111594,0.087558472,6.207147837,,300.345,42.27088737,0.000125267,,,,,,,,,,,98,103,107,13,255,209,0.260512,0.561525,,,,,,,,,,,,,-8.9729,-139.2393,0,winter,middle,0.007751,0.028977,15.833333
OM-RGC.v2.009066319,Biota;,TARA_B100001115,1.0585E-07,100,290,HBD_Gamma_06 (Clade 2),-8.9971,-139.196,SRF,TARA_122,SRF,[0.22-3µm],-8.9971,-139.196,TARA_122,ERS492642,ERR598992,SAMEA2622652,SEQ-(10L-or-15min)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001115,2011/07/26 17:10:00,-3444,26.60467,35.37032,23.122935,4.603,0.06984,5,28.45742,187.07695,5.660372,0.000002316,0.030111594,0.087558472,6.207147837,,300.345,41.59049606,0.000125815,0.003,0.0041,48.966505,0.0045,0,7.470711,0.11925,0.56795,5.456,2.1905,102,106,112,14,252,235,0.260512,0.561525,,,,,0.0044,0.0036,0.0041,0,0.0139,0,0.0479,0.0068,-8.9971,-139.1963,0,winter,early,0.007751,0.028977,15.833333
